"Post ID",Survey,"Post Status","Created (UTC)","Updated (UTC)","Post Date (UTC)","Contact ID",Contact,"Data Source ID",Source,"Unstructured Description","Título de la necesidad",Descripción,"¿Dónde están las personas en necesidad?.lat","¿Dónde están las personas en necesidad?.lon","Dirección o referencias","Tareas realizadas y pendientes sobre este posteo","Identificador Externo","Notas de Importación","Título de la iniciativa","Descripción detallada","Ubicación aproximada (si aplica).lat","Ubicación aproximada (si aplica).lon","Dirección o referencias","¿Es un ofrecimiento individual o de grupo?","Tareas realizadas y pendientes sobre este posteo","Identificador Externo","Notas de Importación","Título del producto o servicio","Descripción del producto o servicio","Clasificación del Producto o Servicio","Nombre de Fantasía/Marca","Razón Social de la Iniciativa","Tareas realizadas y pendientes sobre este posteo","Identificador Externo","Notas de Importación",Institución,"Título de la Iniciativa",Imagen,Descripción,"Ubicación aproximada.lat","Ubicación aproximada.lon","Categorías relacionadas","Teléfono de contacto",Email,Link,"Tareas realizadas y pendientes sobre este posteo","Identificador Externo","Notas de Importación","Titulo de la necesidad",Descripción,"Teléfono de contacto","Correo electrónico de contacto","Ubicación aproximada.lat","Ubicación aproximada.lon",Dirección,"Categorías relacionadas:","Tareas realizadas y pendientes sobre este posteo","Identificador Externo","Notas de Importación",Título,Descripción,"Organización y/o persona que reporta","Teléfono de contacto","Email de Contacto","Página web y/o link a las redes sociales",Dirección,Ubicación.lat,Ubicación.lon,Imagen,"Tareas realizadas y pendientes sobre este posteo","Identificador Externo","Notas de Importación","Categorías relacionadas","¿La necesidad es de quién reporta o de un tercero?","¿Es una necesidad colectiva o individual?","Nombre y apellidos (de quien reporta)","Contacto (de quien reporta)",Foto,Video,"Estado del pedido. ¿Se ha ya resuelto?",Fuente,"Link a la fuente","¿Existe algún otro punto en el mapa que se relacione a este?","Acuerdo de consentimiento","Categorías relacionadas",Sector,"Foto / Volante","Video (opcional)","(Oferente) Nombre de la organización o persona referente","(Oferente) Email","(Oferente) Teléfono","(Oferente) Web, Twitter, Grupo Whatsapp, Telegram, y otras redes","(Oferente) Información adicional de la organización o áreas en las que requiere apoyo",Fuente,"Link a la fuente","Conexiones o colaboraciones","Acuerdo de consentimiento","Inicio de vigencia de la iniciativa","Fin de vigencia de la iniciativa","ODS Relacionados","Persona de contacto","Telefono de contacto","Correo electrónico","Web y Redes Sociales","Flyer o Imagen (opcional)","Ubicación aproximada.lat","Ubicación aproximada.lon","Dirección o referencias","Categorías relacionadas","Medidas de protección contra el Covid19","¿A qué otros puntos del mapa podríamos conectar este producto o servicio?",Fuente,"Link a la fuente","Acuerdo de consentimiento","Inicio de vigencia de la iniciativa","Fin de vigencia de la iniciativa","ODS Relacionados","Persona a cargo","Acuerdo de Consentimiento","Inicio de vigencia de la iniciativa","Fin de vigencia de la iniciativa","ODS Relacionados","¿Está la necesidad resuelta?","Nombre de la persona o institución que reporta","Link o información adicional","Acuerdo de Consentimiento",Video,"Categorías relacionadas","Acuerdo de consentimiento","Inicio de vigencia de la iniciativa","Fin de vigencia de la iniciativa","ODS Relacionados"
2301,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:24","2020-07-28 00:10:09","2020-07-28 00:06:24",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR Virgen de Schoenstatt","Puntos de higiene:2 - Alcance: 340 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.178421,-57.460288,"LIMPIO Montaña Alta Virgen de Schoenstatt","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:24","2020-07-28 00:10:09","2020-07-28 00:06:24",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR Cristo Vive","Puntos de higiene:1 - Alcance: 268 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.176937,-57.459746,"LIMPIO Montaña Alta Cristo Vive","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:24","2020-07-28 00:10:09","2020-07-28 00:06:24",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR Caacupemi","Puntos de higiene:1 - Alcance: 184 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.114353,-57.477584,"LIMPIO Piquete Cue Caacupemi","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:23","2020-07-28 00:10:09","2020-07-28 00:06:23",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR SANTA ANA","Puntos de higiene:1 - Alcance: 232 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.162292,-57.494917,"LIMPIO Costa Azul/Santa Lucia SANTA ANA","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:23","2020-07-28 00:10:09","2020-07-28 00:06:23",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR NUEVO HORIZONTE","Puntos de higiene:1 - Alcance: 236 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.202413,-57.482588,"LIMPIO Isla Aveiro NUEVO HORIZONTE","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:23","2020-07-28 00:10:09","2020-07-28 00:06:23",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR Agua Viva","Puntos de higiene:1 - Alcance: 60 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.176102,-57.457123,"LIMPIO Montaña Alta Agua Viva","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:22","2020-07-28 00:10:09","2020-07-28 00:06:22",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR SAN FRANCISCO","Puntos de higiene:2 - Alcance: 320 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.164487,-57.496014,"LIMPIO Costa Azul/Santa Lucia SAN FRANCISCO","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:21","2020-07-28 00:10:09","2020-07-28 00:06:21",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR La Hermosa","Puntos de higiene:1 - Alcance: 120 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.204944,-57.479361,"LIMPIO Colonia Juan de Salazar La Hermosa","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:21","2020-07-28 00:10:09","2020-07-28 00:06:21",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR El Bosque II","Puntos de higiene:3 - Alcance: 400 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.2055,-57.475028,"LIMPIO Colonia Juan de Salazar El Bosque II","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:21","2020-07-28 00:10:09","2020-07-28 00:06:21",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR El Bosque I","Puntos de higiene:3 - Alcance: 592 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.204667,-57.476694,"LIMPIO Colonia Juan de Salazar El Bosque I","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:20","2020-07-28 00:10:09","2020-07-28 00:06:20",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR ROSA MISTICA","Puntos de higiene:1 - Alcance: 288 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.126632,-57.458436,"LIMPIO Rincon del Peñon 15 de Agosto ROSA MISTICA","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:20","2020-07-28 00:10:09","2020-07-28 00:06:20",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR SANTA LIBRADA II","Puntos de higiene:3 - Alcance: 600 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.143028,-57.505355,"LIMPIO Rincon del Peñon Villa Jardin SANTA LIBRADA II","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:20","2020-07-28 00:10:09","2020-07-28 00:06:20",,,,,,,,,,,,,,"RED - TECHO -  Barcelona","Puntos de higiene:3 - Alcance: 600 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.165123,-57.4912,"Limpio Salado Barcelona","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:19","2020-07-28 00:10:09","2020-07-28 00:06:19",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR La Victoria","Puntos de higiene:2 - Alcance: 276 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.170263,-57.461554,"LIMPIO Montaña Alta La Victoria","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:19","2020-07-28 00:10:09","2020-07-28 00:06:19",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR CANAAN","Puntos de higiene:4 - Alcance: 1000 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.172016,-57.45831,"LIMPIO Montaña Alta CANAAN","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:19","2020-07-28 00:10:09","2020-07-28 00:06:19",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR NUEVA ESPERANZA","Puntos de higiene:2 - Alcance: 592 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.12725,-57.466333,"LIMPIO Rincon del Peñon 15 de Agosto NUEVA ESPERANZA","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:19","2020-07-28 00:10:09","2020-07-28 00:06:19",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR LIRIO DEL VALLE","Puntos de higiene:4 - Alcance: 800 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.130295,-57.458978,"LIMPIO Rincon del Peñon 15 de Agosto LIRIO DEL VALLE","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:18","2020-07-28 00:10:09","2020-07-28 00:06:18",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR Las Mercedes","Puntos de higiene:1 - Alcance: 152 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.193228,-57.455895,"LIMPIO Mbajue Las Mercedes","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:18","2020-07-28 00:10:09","2020-07-28 00:06:18",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR 8 de Diciembre","Puntos de higiene:1 - Alcance: 140 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.168165,-57.456375,"LIMPIO Montaña Alta 8 de Diciembre","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:18","2020-07-28 00:10:09","2020-07-28 00:06:18",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR Betel Montaña Alta","Puntos de higiene:1 - Alcance: 160 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.170567,-57.460976,"LIMPIO Montaña Alta Betel Montaña Alta","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:18","2020-07-28 00:10:09","2020-07-28 00:06:18",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR DIVINO NIÑO JESUS","Puntos de higiene:3 - Alcance: 548 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.124894,-57.468685,"LIMPIO Montaña Alta DIVINO NIÑO JESUS","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:17","2020-07-28 00:10:10","2020-07-28 00:06:17",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR JEROVIAHA |","Puntos de higiene:1 - Alcance: 120 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.215851,-57.462936,"LIMPIO Colonia Juan de Salazar JEROVIAHA |","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:17","2020-07-28 00:10:09","2020-07-28 00:06:17",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR Ycua Ita","Puntos de higiene:1 - Alcance: 280 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.158121,-57.49284,"LIMPIO Costa Azul/Santa Lucia Ycua Ita","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:17","2020-07-28 00:10:10","2020-07-28 00:06:17",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR SAN CAYETANO COSTA AZUL","Puntos de higiene:1 - Alcance: 236 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.160199,-57.495267,"LIMPIO Costa Azul/Santa Lucia SAN CAYETANO COSTA AZUL","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:16","2020-07-28 00:10:10","2020-07-28 00:06:16",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR Nueva Esperanza","Puntos de higiene:4 - Alcance: 1148 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.435889,-57.471611,"CAPIATA Cñía 7 Nva Esperanza Nueva Esperanza","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:16","2020-07-28 00:10:10","2020-07-28 00:06:16",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR SUEÑO Y ESPERANZA","Puntos de higiene:4 - Alcance: 1192 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.332768,-57.431454,"CAPIATA Cñía 2 Costa Salinas SUEÑO Y ESPERANZA","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:16","2020-07-28 00:10:10","2020-07-28 00:06:16",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR Primero de Mayo","Puntos de higiene:1 - Alcance: 80 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.327976,-57.622929,"LAMBARE Primero de Mayo Primero de Mayo","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:16","2020-07-28 00:10:10","2020-07-28 00:06:16",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR VILLA ANGELICA","Puntos de higiene:3 - Alcance: 648 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.366272,-57.604193,"LAMBARE VILLA ANGELICA VILLA ANGELICA","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:16","2020-07-28 00:10:10","2020-07-28 00:06:16",,,,,,,,,,,,,,"RED - TECHO -  Arapoty 2","Puntos de higiene:1 - Alcance: 496 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.36072,-57.606027,"LAMBARE Arapoty 2 Arapoty 2","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:16","2020-07-28 00:10:10","2020-07-28 00:06:16",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR NUEVA VICTORIA","Puntos de higiene:2 - Alcance: 380 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.156896,-57.445375,"LIMPIO Centro Caacupemi NUEVA VICTORIA","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-28 00:06:15","2020-07-28 00:10:10","2020-07-28 00:06:15",,,,,,,,,,,,,,"RED - TECHO - OLLA POPULAR MEDALLA MILAGROSA","Puntos de higiene:1 - Alcance: 200 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.409111,-57.413402,"CAPIATA Cñía 15 Aldana Cañada MEDALLA MILAGROSA","Somos una organizacion o colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salud / Higiene","Sociedad Civil",,,,,981256677,,,,,,"Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
